GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	Astrocytes_ceoff	Astrocytes_ELBO_gain	Astrocytes_pval	Astrocytes_FDR	Cajal Retzius_ceoff	Cajal Retzius_ELBO_gain	Cajal Retzius_pval	Cajal Retzius_FDR	Cck-Tox_ceoff	Cck-Tox_ELBO_gain	Cck-Tox_pval	Cck-Tox_FDR	Endothelial_ceoff	Endothelial_ELBO_gain	Endothelial_pval	Endothelial_FDR	GABA_ceoff	GABA_ELBO_gain	GABA_pval	GABA_FDR	Granule immature_ceoff	Granule immature_ELBO_gain	Granule immature_pval	Granule immature_FDR	Granule mature_ceoff	Granule mature_ELBO_gain	Granule mature_pval	Granule mature_FDR	Microglia_ceoff	Microglia_ELBO_gain	Microglia_pval	Microglia_FDR	Mossy_ceoff	Mossy_ELBO_gain	Mossy_pval	Mossy_FDR	Neuroblast_ceoff	Neuroblast_ELBO_gain	Neuroblast_pval	Neuroblast_FDR	OL_ceoff	OL_ELBO_gain	OL_pval	OL_FDR	OPC_ceoff	OPC_ELBO_gain	OPC_pval	OPC_FDR	Radial Glia-like_ceoff	Radial Glia-like_ELBO_gain	Radial Glia-like_pval	Radial Glia-like_FDR	nIPC_ceoff	nIPC_ELBO_gain	nIPC_pval	nIPC_FDR
Rab18	1735	1735	4.078e-01	3.639e+00	2.116e-01	4.037e+00	5.757e-02	7.344e-01	1.000e+00	-3.702e-01	1.264e-01	6.151e-01	1.000e+00	8.406e-01	8.629e-01	1.890e-01	7.514e-01	-1.540e+00	2.425e-02	8.257e-01	1.000e+00	3.193e-02	2.342e-01	4.937e-01	9.486e-01	9.731e-01	4.025e-01	3.696e-01	8.209e-01	3.967e-01	3.091e-02	8.036e-01	1.000e+00	1.472e-01	2.226e-01	5.046e-01	8.348e-01	9.004e-01	2.626e+00	2.192e-02	2.909e-01	-1.682e+00	1.653e+00	6.902e-02	2.361e-01	1.124e+00	1.089e+00	1.400e-01	8.015e-01	-1.217e+00	5.262e-01	3.050e-01	7.672e-01	-9.040e-01	4.988e-01	3.179e-01	9.038e-01	-1.069e+00	1.281e+00	1.095e-01	9.429e-01
Wac	279	279	2.799e-02	-1.062e+00	2.000e-01	1.909e+00	8.319e-01	1.971e-01	6.860e-01	-3.071e+00	-1.967e-01	1.000e+00	1.000e+00	7.176e-01	1.021e+00	1.529e-01	7.441e-01	1.592e+00	6.210e-01	2.651e-01	7.252e-01	-1.097e+00	1.345e-01	6.040e-01	9.486e-01	2.036e-01	4.102e-01	3.651e-01	8.193e-01	3.458e-01	-9.660e-02	1.000e+00	1.000e+00	-1.236e-02	2.513e-01	4.783e-01	8.248e-01	-4.579e-01	8.696e-01	1.872e-01	5.487e-01	9.448e-01	4.295e+00	3.379e-03	3.502e-02	-1.283e+00	2.492e+00	2.558e-02	5.469e-01	4.926e+00	1.976e-01	5.295e-01	8.416e-01	4.407e-01	3.606e-01	3.957e-01	9.144e-01	-3.039e+00	1.550e-01	5.777e-01	1.000e+00
Thoc1	868	868	8.771e-02	-7.556e-01	8.208e-01	4.210e-02	8.417e-02	6.816e-01	1.000e+00	-2.976e-01	9.633e-01	1.651e-01	1.000e+00	-8.576e-01	8.748e-01	1.859e-01	7.514e-01	-3.873e-03	7.611e-01	2.173e-01	6.635e-01	6.345e-01	4.120e-01	3.640e-01	9.445e-01	-4.865e-04	4.329e-01	3.521e-01	8.183e-01	-1.648e-01	3.897e-01	3.773e-01	7.868e-01	-2.462e-02	2.248e+00	3.397e-02	5.673e-01	2.372e+00	6.907e-01	2.399e-01	5.945e-01	2.454e-01	-2.118e-01	1.000e+00	1.000e+00	-7.916e-02	8.968e-01	1.805e-01	8.339e-01	4.259e-01	1.599e+00	7.376e-02	7.095e-01	2.038e+00	5.012e-01	3.167e-01	9.038e-01	7.491e-01	5.147e-01	3.103e-01	1.000e+00
Snrpd1	1625	1625	3.771e-01	3.673e+00	5.571e-01	-1.730e+00	4.517e-02	7.638e-01	1.000e+00	1.542e-02	2.527e-02	8.221e-01	1.000e+00	1.452e+00	3.346e-01	4.134e-01	7.992e-01	1.454e+00	-8.398e-02	1.000e+00	1.000e+00	8.102e-02	2.109e-01	5.161e-01	9.486e-01	6.885e-01	5.218e-01	3.070e-01	7.878e-01	-3.652e-01	9.371e-01	1.710e-01	5.623e-01	-4.508e-01	3.429e-01	4.076e-01	7.917e-01	-1.137e+00	7.933e-02	6.904e-01	9.921e-01	-3.594e-01	2.581e+00	2.309e-02	1.254e-01	8.073e-01	2.025e-01	5.245e-01	1.000e+00	1.250e+00	3.887e-01	3.780e-01	7.995e-01	1.420e+00	2.302e-01	4.975e-01	9.752e-01	1.508e+00	-3.527e-01	1.000e+00	1.000e+00
Riok3	586	586	1.273e-01	6.071e-01	1.075e+00	5.225e+00	-2.224e-01	1.000e+00	1.000e+00	3.443e-01	9.828e-01	1.609e-01	1.000e+00	4.270e+00	-4.949e-01	1.000e+00	1.000e+00	-1.219e+00	-1.017e+00	1.000e+00	1.000e+00	-2.080e-01	-1.155e+00	1.000e+00	1.000e+00	2.505e-01	3.440e-01	4.068e-01	8.352e-01	-2.247e-01	6.906e-01	2.399e-01	6.323e-01	-4.085e-01	9.715e-01	1.634e-01	6.475e-01	4.267e+00	6.279e-01	2.624e-01	6.164e-01	-7.271e-01	1.577e+00	7.575e-02	2.421e-01	8.711e-01	-3.202e-01	1.000e+00	1.000e+00	2.969e-01	-4.846e-01	1.000e+00	1.000e+00	4.224e+00	3.199e-01	4.238e-01	9.411e-01	5.634e-01	1.392e-01	5.978e-01	1.000e+00
Impact	588	588	1.171e-01	4.100e-01	5.713e-01	7.486e+00	1.050e+00	1.472e-01	6.485e-01	6.743e-01	6.099e-01	2.694e-01	1.000e+00	1.102e+00	2.099e+00	4.048e-02	7.375e-01	1.620e+00	1.695e+00	6.563e-02	4.081e-01	-1.361e+00	2.331e+00	3.083e-02	7.531e-01	8.338e-01	3.332e-01	4.143e-01	8.352e-01	-1.644e-01	1.802e-01	5.482e-01	9.064e-01	-5.415e-02	6.161e-01	2.670e-01	7.023e-01	-5.316e-01	-6.378e-02	1.000e+00	1.000e+00	-1.825e-01	2.090e+00	4.091e-02	1.623e-01	-7.919e-01	2.755e-01	4.579e-01	1.000e+00	-1.530e-01	4.587e-02	7.620e-01	1.000e+00	-2.638e-02	1.565e-01	5.758e-01	1.000e+00	2.533e-01	1.060e+00	1.454e-01	9.429e-01
Rnf138	470	470	1.106e-01	1.277e+00	2.101e-01	-6.143e-01	-8.704e-02	1.000e+00	1.000e+00	-1.392e-01	3.290e-01	4.173e-01	1.000e+00	-1.270e+00	4.797e-01	3.273e-01	7.916e-01	-1.219e+00	1.649e+00	6.934e-02	4.160e-01	1.455e+00	1.245e-01	6.178e-01	9.486e-01	1.777e-01	1.490e+00	8.433e-02	4.807e-01	-4.237e-01	9.363e-02	6.652e-01	1.000e+00	-2.269e-01	1.432e+00	9.059e-02	6.167e-01	3.326e+00	9.352e-01	1.714e-01	5.365e-01	-7.781e-01	2.489e+00	2.568e-02	1.292e-01	6.208e-01	1.308e+00	1.058e-01	7.866e-01	3.408e+00	4.617e-02	7.612e-01	1.000e+00	1.577e-02	2.249e-01	5.025e-01	9.752e-01	-5.729e-01	5.644e-01	2.880e-01	1.000e+00
Dtna	778	778	1.290e-01	-2.762e-01	1.030e+00	5.610e+00	1.695e+00	6.561e-02	4.733e-01	2.167e-01	9.876e-01	1.599e-01	1.000e+00	-1.640e-01	2.611e+00	2.229e-02	7.299e-01	-2.295e+00	1.236e+00	1.159e-01	5.749e-01	8.414e-01	7.139e-01	2.321e-01	9.289e-01	5.148e-01	1.502e-01	5.836e-01	1.000e+00	1.076e-01	7.868e-01	2.097e-01	5.972e-01	-2.665e-02	1.030e+00	1.511e-01	6.475e-01	-1.963e-01	1.263e+00	1.120e-01	4.973e-01	4.178e-01	1.542e-01	5.787e-01	8.212e-01	-4.484e-01	2.866e-01	4.490e-01	1.000e+00	6.982e-01	2.402e+00	2.838e-02	6.470e-01	-1.629e+00	5.159e-01	3.097e-01	9.038e-01	2.161e-01	8.338e-01	1.966e-01	9.519e-01
Zfp397	377	377	8.259e-02	7.006e-01	1.736e+00	6.520e+00	7.876e-01	2.094e-01	6.954e-01	-9.267e-01	4.100e-01	3.652e-01	1.000e+00	-5.758e-01	1.566e+00	7.677e-02	7.441e-01	-8.083e+00	-5.286e-01	1.000e+00	1.000e+00	1.569e-01	1.859e-01	5.420e-01	9.486e-01	1.762e+00	-1.166e-01	1.000e+00	1.000e+00	-1.976e-01	3.383e-02	7.948e-01	1.000e+00	-3.235e-01	1.217e+00	1.187e-01	6.243e-01	6.296e+00	-3.856e-01	1.000e+00	1.000e+00	-1.005e+00	1.471e+00	8.630e-02	2.659e-01	9.430e-01	-2.417e-01	1.000e+00	1.000e+00	-1.952e-01	-4.640e-02	1.000e+00	1.000e+00	3.667e-01	4.765e-01	3.290e-01	9.038e-01	-2.228e+00	3.664e-01	3.920e-01	1.000e+00
2700062C07Rik	692	692	1.792e-01	1.704e+00	1.712e-01	2.447e+00	3.543e-01	3.999e-01	8.598e-01	1.902e+00	2.077e-01	5.192e-01	1.000e+00	2.478e+00	2.309e-01	4.968e-01	8.248e-01	-5.424e-01	-1.433e-01	1.000e+00	1.000e+00	3.020e-01	-3.961e-02	1.000e+00	1.000e+00	4.285e-01	2.109e-02	8.373e-01	1.000e+00	-1.207e-01	2.707e-01	4.619e-01	8.850e-01	-2.547e-01	6.872e-01	2.410e-01	6.963e-01	2.496e+00	2.517e-01	4.780e-01	7.897e-01	4.790e-01	5.631e-01	2.886e-01	5.607e-01	4.394e-01	-6.131e-02	1.000e+00	1.000e+00	1.082e-01	1.128e-01	6.349e-01	8.913e-01	-2.861e-01	1.332e-01	6.058e-01	1.000e+00	-5.011e-01	1.378e-01	5.996e-01	1.000e+00
Wdr33	913	913	1.382e-01	-3.915e-01	1.626e-01	2.950e+00	5.042e-02	7.508e-01	1.000e+00	-3.252e-02	9.542e-01	1.671e-01	1.000e+00	-1.419e+00	5.485e-01	2.949e-01	7.916e-01	3.851e-01	4.187e-01	3.601e-01	7.603e-01	3.845e-01	1.025e-02	8.861e-01	1.000e+00	-4.076e-02	9.062e-01	1.782e-01	6.438e-01	1.972e-01	-2.575e-01	1.000e+00	1.000e+00	5.768e-02	8.419e-01	1.944e-01	6.702e-01	-8.923e-01	-6.494e-02	1.000e+00	1.000e+00	-2.448e-01	7.814e-01	2.113e-01	4.782e-01	-1.934e-01	1.089e+00	1.399e-01	8.015e-01	-9.555e-01	5.328e-01	3.020e-01	7.672e-01	2.955e-01	1.005e+00	1.563e-01	9.038e-01	-1.382e+00	1.743e-01	5.550e-01	1.000e+00
Iws1	216	216	4.778e-02	7.624e-01	2.988e-01	1.405e+00	-1.001e-01	1.000e+00	1.000e+00	-8.669e-01	-2.194e-01	1.000e+00	1.000e+00	3.367e+00	2.180e-02	8.346e-01	1.000e+00	-5.792e-01	-2.248e-01	1.000e+00	1.000e+00	-6.882e-02	-3.563e-01	1.000e+00	1.000e+00	2.991e-01	-2.653e-01	1.000e+00	1.000e+00	1.611e-01	-2.364e-01	1.000e+00	1.000e+00	2.551e-01	2.306e+00	3.175e-02	5.673e-01	-5.274e+00	1.024e+00	1.523e-01	5.212e-01	-9.671e-01	-2.570e-01	1.000e+00	1.000e+00	1.447e-01	1.123e+00	1.340e-01	8.015e-01	-5.115e+00	4.916e-01	3.214e-01	7.672e-01	3.565e+00	-1.140e-01	1.000e+00	1.000e+00	-4.190e-01	-5.276e-02	1.000e+00	1.000e+00
Map3k2	359	359	4.130e-02	-1.136e+00	1.279e+00	3.417e+00	3.296e+00	1.024e-02	1.553e-01	3.219e+00	-1.876e-01	1.000e+00	1.000e+00	-4.513e+00	-8.475e-01	1.000e+00	1.000e+00	7.666e-01	3.457e-01	4.057e-01	7.725e-01	-1.009e+00	-4.667e-01	1.000e+00	1.000e+00	-1.018e+00	5.157e-03	9.191e-01	1.000e+00	2.150e-01	4.826e-01	3.259e-01	7.333e-01	-4.611e-01	1.710e+00	6.438e-02	6.167e-01	-4.518e+00	-1.372e-01	1.000e+00	1.000e+00	6.888e-01	-3.012e-01	1.000e+00	1.000e+00	3.149e-02	-7.356e-01	1.000e+00	1.000e+00	-6.159e-01	-1.568e-01	1.000e+00	1.000e+00	5.655e-01	-1.959e-01	1.000e+00	1.000e+00	8.586e-01	-1.513e+00	1.000e+00	1.000e+00
Bin1	1464	1464	3.201e-01	3.355e+00	9.954e-01	4.176e+00	3.761e-01	3.858e-01	8.598e-01	1.394e+00	3.423e-02	7.936e-01	1.000e+00	-2.297e-02	4.951e-01	3.197e-01	7.916e-01	1.529e+00	2.679e-01	4.642e-01	8.155e-01	1.413e+00	7.269e-01	2.279e-01	9.289e-01	1.546e+00	1.509e+00	8.232e-02	4.807e-01	-5.679e-01	7.787e-02	6.931e-01	1.000e+00	5.128e-02	1.359e+00	9.926e-02	6.167e-01	8.512e-01	5.722e-01	2.847e-01	6.323e-01	-6.436e-01	5.983e-01	2.740e-01	5.480e-01	-2.404e-01	1.612e+00	7.255e-02	7.782e-01	9.274e-01	2.630e-01	4.683e-01	8.095e-01	1.982e+00	1.421e+00	9.182e-02	9.038e-01	-2.887e+00	1.372e-01	6.004e-01	1.000e+00
Camk4	1311	1311	1.942e-01	1.512e+00	1.342e+00	9.051e+00	3.404e-01	4.093e-01	8.598e-01	-7.251e+00	-7.013e-01	1.000e+00	1.000e+00	-1.391e+00	-2.418e-01	1.000e+00	1.000e+00	-2.284e-01	-7.882e-01	1.000e+00	1.000e+00	2.802e+00	-5.934e-01	1.000e+00	1.000e+00	-8.498e-01	7.939e-01	2.077e-01	6.637e-01	5.361e-01	-5.347e-01	1.000e+00	1.000e+00	-4.330e-01	-7.990e-01	1.000e+00	1.000e+00	-1.346e+00	1.686e+00	6.634e-02	4.727e-01	1.064e+00	8.681e-01	1.876e-01	4.481e-01	-6.226e-01	-1.242e+00	1.000e+00	1.000e+00	-1.447e+00	1.624e+00	7.153e-02	7.095e-01	-7.623e+00	-1.288e+00	1.000e+00	1.000e+00	3.219e+00	-1.038e+00	1.000e+00	1.000e+00
Apc	1054	1054	1.894e-01	8.996e-02	8.324e-01	5.796e+00	5.410e-01	2.982e-01	7.696e-01	-1.643e-01	1.414e+00	9.267e-02	1.000e+00	4.418e+00	4.211e-03	9.269e-01	1.000e+00	4.563e-01	1.608e+00	7.296e-02	4.268e-01	1.695e+00	-1.842e-01	1.000e+00	1.000e+00	-4.891e-02	6.044e-01	2.716e-01	7.313e-01	-1.416e-01	6.398e+00	3.473e-04	1.188e-02	-7.109e-01	7.581e-01	2.182e-01	6.909e-01	1.365e+00	2.427e+00	2.758e-02	3.144e-01	6.740e-01	4.110e+00	4.143e-03	3.935e-02	5.798e-01	2.360e-01	4.921e-01	1.000e+00	5.106e-01	7.775e-01	2.124e-01	7.565e-01	2.311e-01	2.177e-01	5.093e-01	9.773e-01	1.598e-01	-5.575e-01	1.000e+00	1.000e+00
Srp19	1497	1497	3.539e-01	3.566e+00	2.627e-01	1.593e+00	2.398e-01	4.886e-01	9.256e-01	-6.316e-01	5.090e-01	3.130e-01	1.000e+00	-1.381e+00	1.510e-01	5.826e-01	8.593e-01	1.008e+00	5.662e-01	2.873e-01	7.262e-01	1.457e+00	8.756e-01	1.857e-01	9.289e-01	1.610e+00	8.545e-04	9.670e-01	1.000e+00	5.790e-02	7.139e-01	2.321e-01	6.251e-01	-4.535e-01	1.543e-01	5.785e-01	8.493e-01	1.048e+00	2.203e+00	3.579e-02	3.709e-01	-1.270e+00	1.543e+00	7.898e-02	2.478e-01	9.462e-01	2.931e-01	4.439e-01	1.000e+00	1.387e+00	3.703e-01	3.895e-01	7.995e-01	1.263e+00	7.040e-01	2.354e-01	9.038e-01	-1.392e+00	1.141e-01	6.328e-01	1.000e+00
Kdm3b	283	283	4.949e-02	8.529e-02	2.566e-01	6.791e-01	4.035e-01	3.690e-01	8.598e-01	6.185e-01	7.076e-02	7.068e-01	1.000e+00	3.862e-01	7.034e-01	2.356e-01	7.837e-01	4.311e+00	8.246e-02	6.847e-01	1.000e+00	-6.341e-01	2.638e-01	4.676e-01	9.486e-01	-6.099e-01	-4.202e-02	1.000e+00	1.000e+00	1.653e-01	8.240e-01	1.992e-01	5.972e-01	-3.730e-01	2.993e-01	4.391e-01	8.106e-01	4.207e-01	7.516e-01	2.202e-01	5.823e-01	8.365e-01	3.787e-01	3.841e-01	6.347e-01	-3.013e-01	-7.416e-03	1.000e+00	1.000e+00	-1.123e-01	4.706e-01	3.320e-01	7.672e-01	9.998e-01	5.855e-01	2.792e-01	9.038e-01	3.829e+00	2.908e-02	8.094e-01	1.000e+00
Egr1	702	702	1.498e-01	2.590e+00	1.544e+00	1.029e+01	-6.403e-01	1.000e+00	1.000e+00	6.839e-01	-3.239e-01	1.000e+00	1.000e+00	2.286e+00	1.468e-01	5.880e-01	8.593e-01	2.451e+00	-6.013e-01	1.000e+00	1.000e+00	-2.870e-01	2.261e-01	5.013e-01	9.486e-01	1.851e+00	-4.474e-01	1.000e+00	1.000e+00	1.387e-01	-2.269e-02	1.000e+00	1.000e+00	1.838e-01	1.954e+00	4.804e-02	6.167e-01	-1.138e+00	-3.831e-02	1.000e+00	1.000e+00	1.351e+00	-1.597e-01	1.000e+00	1.000e+00	4.334e-01	9.823e-01	1.610e-01	8.015e-01	2.737e+00	1.801e-03	9.521e-01	1.000e+00	-1.139e+00	1.508e-01	5.829e-01	1.000e+00	-9.992e-01	-4.555e-01	1.000e+00	1.000e+00
Matr3	2310	2310	4.406e-01	1.509e+00	7.809e-01	3.432e+00	-1.926e-01	1.000e+00	1.000e+00	-5.014e-01	-4.983e-01	1.000e+00	1.000e+00	-1.010e-01	4.410e-01	3.476e-01	7.916e-01	3.199e-01	2.880e+00	1.640e-02	2.236e-01	3.141e+00	6.543e-01	2.526e-01	9.289e-01	3.405e-01	6.704e+00	2.506e-04	1.428e-02	-4.894e-01	8.635e-01	1.888e-01	5.972e-01	1.187e-01	2.102e+00	4.033e-02	6.167e-01	3.412e+00	4.225e-01	3.580e-01	6.764e-01	3.347e-01	2.385e+00	2.896e-02	1.415e-01	3.600e-01	2.875e-02	8.105e-01	1.000e+00	-6.250e-01	1.225e+00	1.175e-01	7.305e-01	3.124e+00	1.077e+00	1.423e-01	9.038e-01	3.145e+00	1.417e-01	5.945e-01	1.000e+00
Ube2d2a	2650	2650	5.109e-01	2.364e+00	6.766e-01	3.543e+00	2.461e-01	4.830e-01	9.256e-01	4.446e-02	2.483e-01	4.810e-01	1.000e+00	2.767e-01	4.944e-01	3.200e-01	7.916e-01	-5.709e-01	3.138e+00	1.224e-02	1.902e-01	1.564e+00	-4.271e-01	1.000e+00	1.000e+00	3.951e-01	1.712e+00	6.423e-02	4.464e-01	-3.250e-01	5.303e+00	1.127e-03	2.409e-02	-5.698e-01	1.337e-02	8.701e-01	1.000e+00	-3.375e-01	8.502e-02	6.801e-01	9.855e-01	-3.061e-01	8.141e+00	5.458e-05	1.244e-03	9.659e-01	9.431e-01	1.696e-01	8.288e-01	8.833e-01	2.534e+00	2.437e-02	6.412e-01	2.550e+00	7.057e-01	2.348e-01	9.038e-01	4.300e-01	3.529e-01	4.008e-01	1.000e+00
Cxxc5	747	747	2.003e-01	2.696e+00	5.128e-01	-2.727e-01	3.532e-02	7.904e-01	1.000e+00	2.923e-01	2.356e-01	4.925e-01	1.000e+00	2.229e+00	5.158e-01	3.098e-01	7.916e-01	2.193e+00	-2.183e-01	1.000e+00	1.000e+00	5.335e-02	6.310e-02	7.224e-01	1.000e+00	-3.869e-01	7.494e-01	2.209e-01	6.749e-01	-4.110e-01	1.101e-01	6.389e-01	1.000e+00	2.632e-01	-3.878e-01	1.000e+00	1.000e+00	8.880e-02	8.502e-02	6.801e-01	9.855e-01	2.446e-01	1.713e-01	5.583e-01	8.057e-01	-1.482e-01	2.532e-01	4.767e-01	1.000e+00	7.243e-01	2.031e-01	5.239e-01	8.416e-01	2.078e+00	3.209e-01	4.231e-01	9.411e-01	2.249e+00	2.675e-01	4.645e-01	1.000e+00
Pura	2562	2562	4.331e-01	5.869e-01	6.492e-01	6.871e+00	1.516e+00	8.165e-02	4.899e-01	1.005e+00	2.090e-01	5.180e-01	1.000e+00	-3.067e-01	-5.242e-01	1.000e+00	1.000e+00	-5.369e-01	-2.064e-01	1.000e+00	1.000e+00	4.048e-01	2.559e+00	2.369e-02	6.471e-01	7.888e-01	-1.395e-01	1.000e+00	1.000e+00	-3.298e-03	2.426e-01	4.861e-01	8.960e-01	1.229e-01	7.633e-01	2.166e-01	6.909e-01	1.835e-01	1.336e+00	1.021e-01	4.973e-01	5.955e-01	8.947e+00	2.336e-05	7.209e-04	-6.975e-01	8.187e-01	2.007e-01	8.579e-01	1.404e+00	5.952e-01	2.752e-01	7.610e-01	-9.014e-01	8.167e-02	6.861e-01	1.000e+00	-9.676e-02	1.189e+00	1.231e-01	9.429e-01
Tmco6	168	168	3.447e-02	2.503e-01	1.150e-01	2.574e+00	1.923e-01	5.351e-01	9.284e-01	-5.272e-01	3.788e-01	3.841e-01	1.000e+00	3.381e+00	5.350e-02	7.436e-01	9.315e-01	-3.444e-01	3.504e-01	4.025e-01	7.725e-01	2.420e+00	-4.823e-02	1.000e+00	1.000e+00	-4.007e-02	1.299e-01	6.102e-01	1.000e+00	1.885e-01	2.005e-01	5.266e-01	8.960e-01	-2.725e-01	1.544e+00	7.885e-02	6.167e-01	3.480e+00	1.461e-01	5.888e-01	8.950e-01	6.509e-01	-7.507e-02	1.000e+00	1.000e+00	2.050e-02	4.188e-02	7.723e-01	1.000e+00	-4.621e-01	1.865e-01	5.414e-01	8.416e-01	-5.177e-01	-1.027e-02	1.000e+00	1.000e+00	2.306e-01	-3.083e-02	1.000e+00	1.000e+00
Ik	850	850	1.809e-01	7.962e-01	4.216e-01	3.873e+00	1.758e-01	5.532e-01	9.284e-01	3.155e-01	-5.707e-03	1.000e+00	1.000e+00	-1.936e-02	1.193e+00	1.224e-01	7.441e-01	4.006e+00	3.440e-01	4.068e-01	7.725e-01	-3.189e-01	1.986e-01	5.286e-01	9.486e-01	-3.486e-01	4.803e-01	3.271e-01	7.990e-01	1.664e-01	7.287e+00	1.348e-04	5.122e-03	-7.268e-01	2.194e-01	5.077e-01	8.348e-01	-1.570e-01	-2.213e-01	1.000e+00	1.000e+00	-1.710e-02	7.201e+00	1.477e-04	2.806e-03	1.049e+00	-6.573e-02	1.000e+00	1.000e+00	-7.945e-02	1.423e+00	9.161e-02	7.272e-01	3.809e+00	-4.887e-01	1.000e+00	1.000e+00	1.934e-01	1.455e-01	5.896e-01	1.000e+00
Zmat2	2515	2515	4.908e-01	2.539e+00	5.967e-01	2.656e+00	1.323e-01	6.069e-01	9.435e-01	4.841e-01	9.716e-01	1.633e-01	1.000e+00	-8.020e-01	1.091e+00	1.396e-01	7.441e-01	2.300e+00	9.481e-01	1.685e-01	6.635e-01	-6.876e-01	3.117e+00	1.253e-02	6.122e-01	-1.102e+00	9.543e-01	1.671e-01	6.438e-01	2.304e-01	2.563e+00	2.356e-02	1.966e-01	-4.099e-01	1.172e+00	1.258e-01	6.280e-01	2.109e+00	-8.417e-02	1.000e+00	1.000e+00	2.194e-01	2.531e+00	2.446e-02	1.267e-01	6.879e-01	2.466e-01	4.825e-01	1.000e+00	2.198e-01	5.036e-01	3.156e-01	7.672e-01	-5.788e-01	1.780e-01	5.508e-01	1.000e+00	2.157e+00	5.919e-01	2.766e-01	1.000e+00
Ndfip1	987	987	9.625e-02	-1.060e+00	3.973e-01	2.764e+00	4.253e+00	3.538e-03	1.008e-01	1.285e+00	4.087e-01	3.659e-01	1.000e+00	-1.230e-01	9.442e+00	1.389e-05	4.751e-03	-5.096e+00	1.848e+01	1.206e-09	4.124e-07	1.882e+00	8.325e-01	1.969e-01	9.289e-01	2.900e-01	1.219e+01	7.869e-07	2.691e-04	-7.877e-01	1.083e+01	3.255e-06	2.227e-04	-8.121e-01	5.930e+00	5.738e-04	6.541e-02	1.571e+00	6.240e-01	2.639e-01	6.164e-01	-4.179e-01	8.841e+00	2.612e-05	7.209e-04	8.328e-01	5.319e+00	1.108e-03	7.579e-02	1.404e+00	2.154e+00	3.794e-02	7.095e-01	9.139e-01	2.414e+00	2.801e-02	5.340e-01	1.306e+00	4.995e-01	3.175e-01	1.000e+00
Kctd16	3825	3825	2.082e-02	-4.329e+00	1.588e-01	3.670e+00	-9.985e-02	1.000e+00	1.000e+00	5.757e-01	1.839e+00	5.516e-02	9.239e-01	2.928e+00	3.377e-01	4.111e-01	7.992e-01	6.679e-01	9.460e-04	9.653e-01	1.000e+00	-1.090e-01	7.221e-01	2.294e-01	9.289e-01	-8.566e-01	7.516e-02	6.982e-01	1.000e+00	-1.364e-01	-3.036e-01	1.000e+00	1.000e+00	-7.633e-03	1.744e-01	5.547e-01	8.424e-01	1.038e+00	1.959e-01	5.313e-01	8.374e-01	7.069e-01	3.626e-01	3.944e-01	6.485e-01	-5.825e-01	2.167e+00	3.737e-02	5.972e-01	3.249e+00	1.791e-01	5.495e-01	8.422e-01	1.276e+00	8.621e-02	6.780e-01	1.000e+00	2.991e+00	1.461e-01	5.889e-01	1.000e+00
Rbm27	588	588	1.567e-01	2.001e+00	5.555e-01	3.289e-01	1.765e+00	6.030e-02	4.733e-01	-2.090e+00	3.170e-01	4.259e-01	1.000e+00	2.379e+00	4.628e-01	3.360e-01	7.916e-01	-9.208e-01	-9.409e-02	1.000e+00	1.000e+00	-8.408e-02	-1.729e-02	1.000e+00	1.000e+00	-8.764e-02	1.580e-01	5.740e-01	1.000e+00	2.303e-01	8.446e-01	1.937e-01	5.972e-01	-3.615e-01	4.034e-01	3.691e-01	7.764e-01	2.696e+00	2.723e+00	1.961e-02	2.903e-01	2.041e+00	2.727e-01	4.602e-01	7.253e-01	-8.657e-02	1.292e-01	6.112e-01	1.000e+00	-3.706e-01	1.777e-01	5.510e-01	8.422e-01	2.700e+00	4.003e-01	3.709e-01	9.038e-01	2.697e+00	-1.756e-02	1.000e+00	1.000e+00
Tcerg1	430	430	1.174e-01	1.797e+00	2.365e-01	9.136e-01	3.454e-01	4.059e-01	8.598e-01	-6.608e-01	9.396e-02	6.646e-01	1.000e+00	-5.198e-01	4.460e-01	3.449e-01	7.916e-01	-7.953e-01	-9.537e-03	1.000e+00	1.000e+00	3.264e-01	1.207e-01	6.231e-01	9.486e-01	-4.809e-01	-1.155e-01	1.000e+00	1.000e+00	4.605e-02	2.908e-01	4.457e-01	8.660e-01	-2.547e-01	5.826e-01	2.804e-01	7.190e-01	2.418e+00	2.581e-01	4.725e-01	7.883e-01	-5.164e-01	8.743e-01	1.860e-01	4.481e-01	5.919e-01	2.856e-01	4.498e-01	1.000e+00	2.424e+00	3.618e-01	3.950e-01	7.995e-01	2.347e+00	4.123e-01	3.639e-01	9.038e-01	2.573e+00	6.793e-02	7.124e-01	1.000e+00
